,sl_no,video_id,user_id,comment,likes,last_update_time,sentiment,sentiment_label,stemmed_text,stemmed_clean_text
1194,1195,bGUVQaBdxKw,UC9wLlUKxLog8kOWHNPlIMZA,"This is a very good and compelling TED Talk. Violence is a major social issue that has to be treated and dealt with responsibly. However, I do think some aspects of the Talk were in need of further development or were a little misleading.. When she talks about inequality, for example, I think it's always important to remeber the big historical picture of slavery, colonialism, imperialism, savage capitalism, institutional racism, etc, which enables us to understand the inequalities between countries, that is to say: ""first-world"" countries, the imperialists, exploring and marginalizing the rest of the world, creating social spaces deprived from resources, justice and autonomy, that is to say: social spaces where violence grows easily. Also, the way she addresses right wing and left wing politics, like they were both ""partisanships"" to overcome, sounds a little bit off in my opinion.. Just recognizing the devastating effects of inequality is enough to put this Talk on the left espectrum. It is the right, not the left, that defends the big corporations and elites responsible for maintaining such devastating inequalities. Therefore, violence isn't just a problem of bad politics and people not caring enough, it is a problem of capitalism, because those things themselves are a problem of capitalism.",2,2020-02-05T02:52:10.000Z,0.0037874779541446297,neutral,thi is a veri good and compel ted talk violenc is a major social issu that ha to be treat and dealt with respons howev I do think some aspect of the talk were in need of further develop or were a littl mislead when she talk about inequ for exampl I think it alway import to remeb the big histor pictur of slaveri coloni imperi savag capit institut racism etc which enabl us to understand the inequ between countri that is to say countri the imperialist explor and margin the rest of the world creat social space depriv from resourc justic and autonomi that is to say social space where violenc grow easili also the way she address right wing and left wing polit like they were both partisanship to overcom sound a littl bit off in my opinion just recogn the devast effect of inequ is enough to put thi talk on the left espectrum It is the right not the left that defend the big corpor and elit respons for maintain such devast inequ therefor violenc is just a problem of bad polit and peopl not care enough it is a problem of capit becaus those thing themselv are a problem of capit ,"['veri', 'good', 'compel', 'ted', 'talk', 'violenc', 'major', 'social', 'issu', 'treat', 'dealt', 'respons', 'howev', 'I', 'think', 'aspect', 'talk', 'need', 'develop', 'littl', 'mislead', 'talk', 'inequ', 'exampl', 'I', 'think', 'alway', 'import', 'remeb', 'big', 'histor', 'pictur', 'slaveri', 'coloni', 'imperi', 'savag', 'capit', 'institut', 'racism', 'etc', 'enabl', 'us', 'understand', 'inequ', 'countri', 'say', 'countri', 'imperialist', 'explor', 'margin', 'rest', 'world', 'creat', 'social', 'space', 'depriv', 'resourc', 'justic', 'autonomi', 'say', 'social', 'space', 'violenc', 'grow', 'easili', 'way', 'address', 'right', 'wing', 'left', 'wing', 'polit', 'like', 'partisanship', 'overcom', 'sound', 'littl', 'bit', 'opinion', 'recogn', 'devast', 'effect', 'inequ', 'enough', 'put', 'talk', 'left', 'espectrum', 'It', 'right', 'left', 'defend', 'big', 'corpor', 'elit', 'respons', 'maintain', 'devast', 'inequ', 'therefor', 'violenc', 'problem', 'bad', 'polit', 'peopl', 'enough', 'problem', 'capit', 'becaus', 'thing', 'themselv', 'problem', 'capit']"
1195,1196,bGUVQaBdxKw,UCgQDwNxXI1qrw0OkxUWjtYw,Reduce your calorie intake. The nature of violence is low iq people.,0,2020-02-06T23:04:40.000Z,0.0,neutral,reduc your calori intak the natur of violenc is low iq peopl ,"['reduc', 'calori', 'intak', 'natur', 'violenc', 'low', 'iq', 'peopl']"
1196,1197,bGUVQaBdxKw,UCAegq5L8CdrEetedLBg-uJQ,"Lady's forgetting that violence is big business: contacts, and profits. Duh. No amount of lest-we-forgets patronage will do anything.",0,2020-02-09T23:56:29.000Z,-0.15,neutral,ladi forget that violenc is big busi contact and profit duh No amount of patronag will do anyth ,"['ladi', 'forget', 'violenc', 'big', 'busi', 'contact', 'profit', 'duh', 'No', 'amount', 'patronag', 'anyth']"
1197,1198,bGUVQaBdxKw,UCJv1TQZn5Glvv0rx4ViGldA,It seems US imperialism is the common denominator in both war and organized crime.,6,2020-02-04T23:20:31.000Z,-0.3,neutral,It seem US imperi is the common denomin in both war and organ crime ,"['It', 'seem', 'US', 'imperi', 'common', 'denomin', 'organ', 'crime']"
1198,1199,bGUVQaBdxKw,UC_cgQ-wFqxWNlzQpwSRxBWA,One of the most disappointing TED talks seen.,4,2020-02-05T00:58:38.000Z,-0.04999999999999999,neutral,one of the most disappoint ted talk seen ,"['disappoint', 'ted', 'talk', 'seen']"
1199,1200,bGUVQaBdxKw,UCyAKjD18wvJ4HbpdNE3f6eA,Hmm i wonder what demographic in the USA is causing all those murders? Oh wait..thats racist to speak truth.,0,2020-02-26T23:20:48.000Z,0.0,neutral,hmm i wonder what demograph in the usa is caus all those murder Oh wait that racist to speak truth ,"['hmm', 'wonder', 'demograph', 'usa', 'caus', 'murder', 'Oh', 'wait', 'racist', 'speak', 'truth']"
1200,1201,s_L-fp8gDzY,UCVyDLGVeV8ycthzLBOlmtZA,"His TED talk released on 3/14, this cannot just be a coincidence.",3079,2020-03-14T12:41:22.000Z,0.0,neutral,hi ted talk releas on thi can not just be a coincid ,"['hi', 'ted', 'talk', 'releas', 'coincid']"
1201,1202,s_L-fp8gDzY,UCnQDnFN-zzUFuEFB2NkYNOA,"wait, so you're telling me he is not a talking pi symbol?",692,2020-03-17T02:18:04.000Z,0.0,neutral,wait so you tell me he is not a talk pi symbol ,"['wait', 'tell', 'talk', 'pi', 'symbol']"
1202,1203,s_L-fp8gDzY,UCH1CY57tONEWtYhwEw_sJrw,"This guy has a channel called 3Blue1Brown, go watch more there.",2282,2020-03-14T16:50:44.000Z,0.5,positive,thi guy ha a channel call 3blue1brown go watch more there ,"['guy', 'channel', 'call', '3blue1brown', 'go', 'watch']"
1203,1204,s_L-fp8gDzY,UC3PqB83AQWUs02-ORpHVObg,I never get bored listening to him.,1440,2020-03-13T22:17:08.000Z,-0.5,negative,I never get bore listen to him ,"['I', 'never', 'get', 'bore', 'listen']"
1204,1205,s_L-fp8gDzY,UCxg_m5n6gpnaJwkJrqFhCaA,weird to tie his voice with a body. Like I subconsciously think his voice and videos just kind of manifested on YouTube because some math equation just produced it. But man this guy is good. Makes me love math. And I have a difficult love/hate relationship with math as an engineer.,966,2020-03-16T05:10:19.000Z,0.1333333333333333,neutral,weird to tie hi voic with a bodi like I subconsci think hi voic and video just kind of manifest on youtub becaus some math equat just produc it but man thi guy is good make me love math and I have a difficult relationship with math as an engin ,"['weird', 'tie', 'hi', 'voic', 'like', 'I', 'subconsci', 'think', 'hi', 'voic', 'video', 'kind', 'manifest', 'youtub', 'becaus', 'math', 'equat', 'produc', 'guy', 'good', 'make', 'love', 'math', 'I', 'difficult', 'relationship', 'math', 'engin']"
1205,1206,s_L-fp8gDzY,UCm-DG-1I777spFCWYgQt_-A,"""If you have a soul!, then you have to know why. Right?"" - Grant, 2020",546,2020-03-16T10:21:48.000Z,0.2857142857142857,neutral,If you have a soul then you have to know whi right grant 2020 ,"['If', 'soul', 'know', 'whi', 'right', 'grant', '2020']"
1206,1207,s_L-fp8gDzY,UCLy4JvI11bEbUJ_zu_sP1GQ,I think Grant is one of the most important people alive today. Imagine how many incredible mathematicians in the future would have been inspired and persuaded into mathematics because of him.,798,2020-03-16T13:15:46.000Z,0.4,positive,I think grant is one of the most import peopl aliv today imagin how mani incred mathematician in the futur would have been inspir and persuad into mathemat becaus of him ,"['I', 'think', 'grant', 'import', 'peopl', 'aliv', 'today', 'imagin', 'mani', 'incred', 'mathematician', 'futur', 'would', 'inspir', 'persuad', 'mathemat', 'becaus']"
1207,1208,s_L-fp8gDzY,UCXg8oFA6bqpNE_j43NgHhQw,"""If you have a soul, you have to know why.""",500,2020-03-16T04:38:24.000Z,0.0,neutral,If you have a soul you have to know whi ,"['If', 'soul', 'know', 'whi']"
1208,1209,s_L-fp8gDzY,UC5oKsEf55pw-5eew_yuvtrg,This guy is so passionate about teaching Math that it shows in the way he talks. I work at a Bank. Probably I will never use any of the Math he talks about. But..I never miss any video featuring him because some of the dust of his passion falls on me too.,876,2020-03-14T08:22:06.000Z,-0.05,neutral,thi guy is so passion about teach math that it show in the way he talk I work at a bank probabl I will never use ani of the math he talk about but I never miss ani video featur him becaus some of the dust of hi passion fall on me too ,"['guy', 'passion', 'teach', 'math', 'show', 'way', 'talk', 'I', 'work', 'bank', 'probabl', 'I', 'never', 'use', 'ani', 'math', 'talk', 'I', 'never', 'miss', 'ani', 'video', 'featur', 'becaus', 'dust', 'hi', 'passion', 'fall']"
1209,1210,s_L-fp8gDzY,UCNy0iYDcM-UbN4XYGBGht7w,"Now that a lot of school closed for coronavirus, take the time to watch all of his math videos. You'll probably learn more than you'll ever did in class.",219,2020-03-16T08:20:48.000Z,0.2,neutral,now that a lot of school close for coronaviru take the time to watch all of hi math video you probabl learn more than you ever did in class ,"['lot', 'school', 'close', 'coronaviru', 'time', 'watch', 'hi', 'math', 'video', 'probabl', 'learn', 'ever', 'class']"
1210,1211,s_L-fp8gDzY,UCJItMNdAtrfLPE66NcNH_Sg,"When people were applauding and laughing, I can imagine him thinking.. 'Look at me Feynman, are you proud?'",374,2020-03-16T07:45:45.000Z,0.8,positive,when peopl were applaud and laugh I can imagin him think at me feynman are you proud ,"['peopl', 'applaud', 'laugh', 'I', 'imagin', 'think', 'feynman', 'proud']"
1211,1212,s_L-fp8gDzY,UCbnKPwp2AFcrDTpAqCOb6pA,The Feynman of our time,194,2020-03-16T09:10:45.000Z,0.0,neutral,the feynman of our time ,"['feynman', 'time']"
1212,1213,s_L-fp8gDzY,UCSszFWmGGruc5yhECWdwyiA,"The issue is when people create the mental block that they can't do math, resulting in low confidence and little effort",552,2020-03-15T18:43:54.000Z,-0.09583333333333333,neutral,the issu is when peopl creat the mental block that they ca do math result in low confid and littl effort ,"['issu', 'peopl', 'creat', 'mental', 'block', 'math', 'result', 'low', 'confid', 'littl', 'effort']"
1213,1214,s_L-fp8gDzY,UCjddb7aQ9JTAptdnzpKQYJg,School makes math seem like mental torture. Reality makes math seem like a fun puzzle almost. Its just how our school teaches it,435,2020-03-14T03:51:07.000Z,0.1,neutral,school make math seem like mental tortur realiti make math seem like a fun puzzl almost it just how our school teach it ,"['school', 'make', 'math', 'seem', 'like', 'mental', 'tortur', 'realiti', 'make', 'math', 'seem', 'like', 'fun', 'puzzl', 'almost', 'school', 'teach']"
1214,1215,s_L-fp8gDzY,UCbkrR4z0MYcfD1RY59svyuQ,"_""There always a circle""_ _- Grant Sanderson_",217,2020-03-16T05:53:51.000Z,0.0,neutral,there alway a circl grant ,"['alway', 'circl', 'grant']"
1215,1216,s_L-fp8gDzY,UCkB1g3DxnJ12wwsH2FVbSvg,"I think this quote by Paul Lockhart _perfectly_ conveys his point ""Also, as I said before, just because a subject happens to have some mundane practical use does not mean that we have to make that use the focus of our teaching and learning. It may be true that you have to be able to read in order to fill out forms at the DMV, but not why we teach children to read. We teach them to read for the higher purpose of allowing them access to beautiful and meaningful ideas. Not only would it be cruel to teach reading in such a to force third graders to fill out purchase orders and tax it work! We learn things because they interest us now, not because they might be useful later. But this is exactly what we are asking children to do with math.""",570,2020-03-15T17:58:01.000Z,0.17643229166666666,neutral,I think thi quot by paul lockhart convey hi point also as I said befor just becaus a subject happen to have some mundan practic use doe not mean that we have to make that use the focu of our teach and learn It may be true that you have to be abl to read in order to fill out form at the dmv but not whi we teach children to read We teach them to read for the higher purpos of allow them access to beauti and meaning idea not onli would it be cruel to teach read in such a to forc third grader to fill out purchas order and tax it work We learn thing becaus they interest us now not becaus they might be use later but thi is exactli what we are ask children to do with math ,"['I', 'think', 'quot', 'paul', 'lockhart', 'convey', 'hi', 'point', 'I', 'said', 'befor', 'becaus', 'subject', 'happen', 'mundan', 'practic', 'use', 'doe', 'mean', 'make', 'use', 'focu', 'teach', 'learn', 'It', 'may', 'true', 'abl', 'read', 'order', 'fill', 'form', 'dmv', 'whi', 'teach', 'children', 'read', 'We', 'teach', 'read', 'higher', 'purpos', 'allow', 'access', 'beauti', 'meaning', 'idea', 'onli', 'would', 'cruel', 'teach', 'read', 'forc', 'third', 'grader', 'fill', 'purchas', 'order', 'tax', 'work', 'We', 'learn', 'thing', 'becaus', 'interest', 'us', 'becaus', 'might', 'use', 'later', 'exactli', 'ask', 'children', 'math']"
1216,1217,s_L-fp8gDzY,UCGvFSg3m2Lmi5gXnhFKCFRA,I would marry him and I'm straight,223,2020-03-16T03:57:23.000Z,0.2,neutral,I would marri him and I straight ,"['I', 'would', 'marri', 'I', 'straight']"
1217,1218,s_L-fp8gDzY,UCWh5IELDCyZojvwUp4dL2Bw,This man revealed to everyone why I like theoretical physics,127,2020-03-16T03:07:31.000Z,0.0,neutral,thi man reveal to everyon whi I like theoret physic ,"['reveal', 'everyon', 'whi', 'I', 'like', 'theoret', 'physic']"
1218,1219,s_L-fp8gDzY,UCpMjOCUAQ85v73qBmp0L-mw,"Religion aside, this guy is like the Jesus of laypeople's maths..",100,2020-03-16T03:35:38.000Z,0.0,neutral,religion asid thi guy is like the jesu of laypeopl math ,"['religion', 'asid', 'guy', 'like', 'jesu', 'laypeopl', 'math']"
1219,1220,s_L-fp8gDzY,UCyNxjRqfX3s_vk1-3deCNVQ,He is one of those handfull of people who genuinely cares about research in maths and science rather than just minting money. I hope he somehow becomes immortal and teaches maths in his style to all the generations coming henceforth.,278,2020-03-15T19:49:34.000Z,0.4,positive,He is one of those handful of peopl who genuin care about research in math and scienc rather than just mint money I hope he somehow becom immort and teach math in hi style to all the gener come henceforth ,"['He', 'handful', 'peopl', 'genuin', 'research', 'math', 'scienc', 'rather', 'money', 'I', 'hope', 'somehow', 'becom', 'immort', 'teach', 'math', 'hi', 'style', 'gener', 'henceforth']"
1220,1221,s_L-fp8gDzY,UCb2Oigct4BGpT00_9ADjiww,"I love his voice, its so calm and soothing, i can listen to him all day.",216,2020-03-14T14:39:58.000Z,0.4,positive,I love hi voic it so calm and sooth i can listen to him all day ,"['I', 'love', 'hi', 'voic', 'calm', 'sooth', 'listen', 'day']"
1221,1222,s_L-fp8gDzY,UCoT3N1tQVuyVd9NIuM8lN1A,"I watched the Blocks video and I knew Grover's algorithm but I DIDN'T MAKE THAT CONNECTION!! Just when you mentioned that quantum scientist I started shouting ""Grover"" In the middle of the kitchen with my headphones on because it felt SO amazing to find out that this is actually the same math, and I've never thought about it! Wow. Just Wow. If there was an option to give 3 likes to a youtube video I'd give this talk 3 likes. It was amazing. Just amazing.",17,2020-03-18T21:20:54.000Z,0.25,neutral,I watch the block video and I knew grover algorithm but I did make that connect just when you mention that quantum scientist I start shout grover In the middl of the kitchen with my headphon on becaus it felt SO amaz to find out that thi is actual the same math and I never thought about it wow just wow If there wa an option to give 3 like to a youtub video I give thi talk 3 like It wa amaz just amaz ,"['I', 'watch', 'block', 'video', 'I', 'knew', 'grover', 'algorithm', 'I', 'make', 'connect', 'mention', 'quantum', 'scientist', 'I', 'start', 'shout', 'grover', 'In', 'middl', 'kitchen', 'headphon', 'becaus', 'felt', 'SO', 'amaz', 'find', 'actual', 'math', 'I', 'never', 'thought', 'wow', 'wow', 'If', 'wa', 'option', 'give', '3', 'like', 'youtub', 'video', 'I', 'give', 'talk', '3', 'like', 'It', 'wa', 'amaz', 'amaz']"
1222,1223,s_L-fp8gDzY,UCMwkvIenW1NBPlcipr7l1Dg,"Love Grant. He's a great animator, a great teacher, a great entertainer, and apparently a great speaker too. Leave some for the rest of us! hahaha Also from the way he speaks you can tell that this dude knows more about psychology just from intuition than a 100 PhDs, I'm certain about that. He just pulls you in.",231,2020-03-15T20:26:21.000Z,0.6017857142857144,positive,love grant He a great anim a great teacher a great entertain and appar a great speaker too leav some for the rest of us hahaha also from the way he speak you can tell that thi dude know more about psycholog just from intuit than a 100 phd I certain about that He just pull you in ,"['love', 'grant', 'He', 'great', 'anim', 'great', 'teacher', 'great', 'entertain', 'appar', 'great', 'speaker', 'leav', 'rest', 'us', 'hahaha', 'way', 'speak', 'tell', 'dude', 'know', 'psycholog', 'intuit', '100', 'phd', 'I', 'certain', 'He', 'pull']"
1223,1224,s_L-fp8gDzY,UC7SowEtMeSJJaTk1CUezT3g,"""If you have a soul, you need to know why."" that's just beautiful",29,2020-03-20T11:37:12.000Z,0.85,positive,If you have a soul you need to know whi that just beauti ,"['If', 'soul', 'need', 'know', 'whi', 'beauti']"
1224,1225,s_L-fp8gDzY,UCXy0wexT_JFaMRbSMf5054A,"He protecc, He teach math Most importantly.. He cute as hecc",79,2020-03-16T18:25:58.000Z,0.4666666666666666,positive,He protecc He teach math most importantli He cute as hecc ,"['He', 'protecc', 'He', 'teach', 'math', 'importantli', 'He', 'cute', 'hecc']"
